title,address,link,Property type:,City:,Bedrooms:,Price:,Furnished:,description,latitude,longitude,Bathrooms:,Area:,Price per m²:,Deposit:,Available from:,Elevator:,Washing machine:,Dish washer:,Pets allowed:,Garage:,Terrace:,Swimming pool:,Balcony:
Rent 1 bedroom apartment in London,"apartment for rent in Gray's Inn Road Bloomsbury, WC1X",https://rentola.com/listings/flat-to-rent-in-gray-s-inn-road-london-wc1x-ref-187781-dexters-e4a5fc,Apartment,London,1,2386 €,,"a modern and stylish studio apartment with separate sleeping area. the apartment has a modern feel throughout with neutral colours and wooden floors. there is an open plan kitchen with breakfast bar, modern kitchen, bright reception and private balcony. letting or renting? we've successfully let this property, but if you are looking for something similar or have a property to let, please",51.5197018,-0.1120878,1,,,,,,,,,,,,
Rent 3 bedroom house in Kew,"Kew Road, Kew, TW9",https://rentola.com/listings/kew-road-kew-tw9-2b46f7,House,Kew,3,5218 €,,"Striking semi-detached modern house occupying a prominent corner plot enviably situated opposite the Royal Botanic Gardens. The property affords extremely generous family accommodation arranged over 3 floors benefiting from bright open aspects to 3 sides, all appointed to a very high standard. Beautifully presented featuring a spacious reception room with two sets of glazed double doors opening into the garden, contemporary granite kitchen with adjoining dining room, cloakroom, 3 double bedrooms and 3 luxury bathroom/shower rooms. The upper floors boast magnificent views into the Botanic Gardens whilst outside there is a delightful walled garden which extends across the rear and along the side with pedestrian access into Kew Gardens Road. At the front there is provision for off street parking for several vehicles. Located most conveniently within short walking distance of Kew Gardens underground station, local village shops and the pubs and restaurants around Kew Green.
 

**PHOTOGRAPHY WAS TAKEN PRIOR TO THE CURRENT TENANCY**
 

EPC: C",51.481431,-0.287797,2,,,,,,,,,,,,
Rent 1 bedroom apartment in Richmond,"George Street, Richmond, TW9",https://rentola.com/listings/george-street-richmond-tw9-d560b5,Apartment,Richmond,1,1913 €,,"A 1 bedroom apartment with additional study room finished to a high specification throughout and enviably located in the centre of Richmond.
 The property comprises 1 bedroom, study room, bathroom and open plan kitchen/reception room.
The apartment is located in an enviable central Richmond location and features high quality fixtures and fittings throughout including wood floors to the principle rooms and secure entry phone system. 
There is no parking provision with this property.
EPC: C",51.459964,-0.305733,,,,,,,,,,,,,
Rent 4 bedroom house in Richmond,"Nylands Avenue, Richmond, TW9",https://rentola.com/listings/nylands-avenue-richmond-tw9-6eb5d1,House,Richmond,4,5798 €,,"A newly decorated and part refurbished 1930’s semi-detached house with magnificent lawned rear garden situated in this admired residential area of Kew. The property has been immaculately maintained and significantly improved providing a sumptuous family home with bright, generously proportioned accommodation. The landlord has lovingly updated the property to a high standard, including a brand new kitchen. Outside to the front there is an integral garage and off street parking driveway. Located within convenient walking distance of Kew Gardens underground station and local shopping amenities.
 

EPC: D",51.474997,-0.283707,2,,,,,,,,,,,,
Rent 1 bedroom apartment in London,"Lemon House, Kingston upon Thames, KT1",https://rentola.com/listings/lemon-house-kingston-upon-thames-kt1-8787f4,Apartment,London,1,1298 €,Yes,"a modern studio apartment situated in a desirable development located a short walk from surbiton station. the apartment compromises of: - modern kitchen - wooden flooring - bike storage - integrated appliances - pet friendly the development consists of 39 studio flats in close proximity to the river thames and kingston university. residents can enjoy a short walk to kingston town centre, the historic hampton court palace and wimbledon tennis club. excellent transport links gives residents access to reach central london, waterloo, and heathrow airport. * the development features a number of different apartments on various floors, with a variety of layouts and aspects. the photos and the floor plan are for illustration purposes only.",51.40237,-0.30519,1,,,,2022-05-05,,,,,,,,
Rent 1 bedroom house in london,"
Other long term rentals nearby
",https://rentola.com/listings/1-bed-property-to-rent-in-kilburn-14f4f5,House,London,1,1965 €,Yes,,51.5440307,-0.2002971,1,,,,2020-07-02,,,,,,,,
Rent 2 bedroom apartment in London,"apartment in North Audley Street, Mayfair W1K United Kingdom",https://rentola.com/listings/flat-to-rent-in-mayfair-north-audley-street-w1-k-mayfair-mle130116-f8ce5e,Apartment,London,2,22866 €,,"situated over the second and third floors of a refurbished building centrally located in mayfair within walking distance of hyde park, restaurants, shopping facilities and transport links. weekly rent includes ayfair is london`s most fashionable destination. with london`s finest buildings, largest concentration of luxury hotels, best restaurants, bars, shopping, open spaces and hidden treasures all nestled together in a beautiful village earest tube: bond street / marble hathe deposit will be £27,300 at a rental value of £4,550 pw (asking price). holding deposit = 1 weeks rent of £4,550rent is not payable weeklydeposit is 6 weeks rent (£4,550 pw = £27,300 deposit)council tax band to be confirmedminimum term: 7 days",51.51306,-0.153044,2,,,24570 €,,,,,,,,,
Rent 1 bedroom apartment of 51 m² in London,"apartment in St Georges Street, London W1S United Kingdom",https://rentola.com/listings/flat-to-rent-in-london-st-georges-street-w1-s-mayfair-mle200048-528c2f,Apartment,London,1,13317 €,Yes,"this contemporary second floor flat can comfortably accommodate three people. it has been recently refurbished to the highest standard with modern fittings and a stylish interior. there is an open plan living and the kitchen comes fully equipped and fitted with state of the art appliances – everything you need to cook a fantastic meal. there is one double bedroom with storage and a sofa bed in the living his flat has been recently redecorated in a classic, modern style and benefits from new furniture and interiors. set in the most enviable location in london, this luxurious apartment is in the heart of mayfair – the perfect pied-à-terre for exploring the best that the city has to offer! just moments away from the many shops of regent street, bustling piccadilly circus and the exclusive boutiques of new bond street – you have the crème de la crème of shopping, restaurants and entertainment right on your doorstepnearest tube: oxford circus /piccadilly circusnhathe deposit will be £15,900 at a rental value of £2,650 (asking price). holding deposit = 1 weeks rent of £2,650deposit is 6 weeks rent (£2,6750 pw = £15,900 deposit)council tax band eminumum term: 7 days",51.512087,-0.142693,1,51 m2,261 €,7812 €,,,,,,,,,
Rent 2 bedroom apartment in London,"2 bedroom, apartment, to rent",https://rentola.com/listings/2-bedroom-apartment-to-rent-d79938,Apartment,London,2,2435 €,,"contemporary and naturally bright this amazing two bedroom two bathroom apartment boasts neutral interior, excellent living, spacious accommodation, fully integrated kitchen, en-suite to the primary bedroom, primary bathroom, wooden floor throughout, private balcony/terrace offering side marina views., boardwalk place residents benefit from 24-hours security and being within close proximity of canary wharf. private secure parking., the property is close to canary wharf for accessing its many shops, restaurants, bars, cafes and leisure facilities. it is only 5 minutes’ walk to canary wharf station and 4 minutes’ walk to blackwall dlr station., local transport links are available nearby including jubilee line, dlr, cross rail all within 5 minutes’ walk as well as direct links to city airport.",51.5057072,-0.0103171,2,,,,,,,,,,,,
Rent 3 bedroom apartment in London,"apartment for rent in Circus Road St John's Wood, NW8",https://rentola.com/listings/flat-to-rent-in-circus-road-london-nw8-ref-188394-dexters-137f84,Apartment,London,3,5216 €,,"a spacious three double bedroom, two bedroom apartment on the fourth floor of a portered block. large reception room with separate dining area, modern kitchen, master bedroom with en suite bathroom and two further double bedrooms. property includes communal hot water and access to a communal garden. circus lodge is located a short distance to shops, cafés and restaurants on st johns wood high street, local bus stops and st johns wood underground station giving residents great transport links into the city.",51.5336887,-0.1721647,1,,,,,,,,,,,,
Rent 2 bedroom apartment of 97 m² in London,68 Old Street,https://rentola.com/listings/68-old-street-65f556,Apartment,London,2,5195 €,Yes,"Show up and start living from day one in London with this cozy two-bedroom Blueground apartment. You’ll love coming home to this thoughtfully furnished, beautifully designed, and fully-equipped Old Street home with stunning views over the city. (ID #LON179)
As with any Blueground apartment, you’ll find a thoughtfully designed space complete with beautiful furniture and a fully-equipped kitchen in this two-bedroom property. And, thanks to our superior quality mattresses, luxury linens, and towels, you can relax knowing you’ll always feel comfortably at home. When you’re ready for some fun, you can take in the London vibes or bring the entertainment to you with the premium wireless speaker or smart TV. This apartment also offers in-apartment laundry.
The entire apartment is yours to enjoy! You’ll either be personally greeted by a Blueground team member or given self check-in instructions.
Throughout your stay, you’ll have access to our Client Experience team through the Blueground App. You can schedule additional cleanings, submit maintenance requests, and view our neighborhood recommendations with just a few taps.
We’ll share all details upon confirmation of your stay.
This furnished flat is located in Old Street, a lively district in northeast Central London. This historic neighborhood was the setting for Britain's first permanent playhouse, which was located on Curtain Road. William Shakespeare's theater company first performed Henry IV and Romeo and Juliet right in the heart of present day Old Street. Another neighborhood landmark is St. Luke's Church, which opened in the early 18th century and presently enjoys a new life as a music centre that hosts rehearsals and community events. Old Street has a flourishing restaurant scene, and there are plenty of pubs where you can unwind after work. The Northern line serves the neighborhood, and it's also easy to get around Old Street by bus.",51.524148,-0.0953176,2,97 m2,53 €,,2023-06-04,,,,,,,,
Rent 1 bedroom apartment in London,"1 bed Flat/Apartment Under Offer Camden Road, Holloway £1,750 PCM Fees Apply",https://rentola.com/listings/1-bed-flat-apartment-to-let-camden-road-holloway-1-800-pcm-fees-apply-06119a,Apartment,London,1,2029 €,,"One bedroom FLAT within PERIOD CONVERSION with access to PRIVATE GARDEN The property comprises of SPACIOUS SEMI OPEN PLAN kitchen/reception, shower room and large double bedroom. Located just a short walk from HOLLOWAY ROAD STATION and FINSBURY PARK STATION.",51.5555534,0.1191,1,,,,,,,,,,,,
Rent 1 bedroom house in Harrow,"House at Northwick Park Road, Harrow, HA1, UK",https://rentola.com/listings/apartment-at-northwick-park-road-harrow-ha1-uk-e15ec9,House,Harrow,1,3293 €,,"a high specification 1 bedroom apartment for residents aged 70 and over within 0.5 miles of northwick park metropolitan line eatures include communal gardens,24 hour assistance,communal lounge and guest suite* *please note the images used are of the show apartment epc rating: b. council tax band: d,",51.5816356,-0.3277992,1,,,3276 €,,,,,Yes,,,,
Rent 1 bedroom apartment in London,"Forest Lane, Stratford E15",https://rentola.com/listings/forest-lane-stratford-e15-216ac9,Apartment,London,1,1774 €,,"**3D VIRTUAL TOUR AVAILABLE**
https://spec.co/s/pc75
Modern 1 bed apartment situated in the desirable Ibex building directly opposite Maryland Station. The apartment has plenty of space throughout, featuring a modern open plan living area, spacious double bedroom and plenty of storage throughout.
Moments from Maryland Station you will be well connected throughout London. You can also take advantage in being within close proximity of Westfield shopping centre, offering an array of retail shops and restaurants.
Relevant letting fees and tenant protection information. As well as paying the rent, you may also be required to make the following permitted payments. Permitted payments: Before the tenancy starts (payable to Homefinders ‘the Agent’) Holding Deposit: 1 week’s rent Deposit: 5 weeks’ rent equal to £1673.07 During the tenancy (payable to the Agent) Payment of £50 will be charged if you want to change the tenancy agreement. Pay interest on any amounts of Rent due and in arrears by in excess of 14 days at the rate of 3% above the Bank of England annual base rate calculated on a day to day basis from the date that the same shall become due until payment in full is made. Payment for the reasonably incurred costs for the loss of keys/security devices. Where a locksmith must be called you will be charged for their services. Payment of any unpaid rent or other reasonable costs associated with your early termination of the tenancy During the tenancy (payable to the provider) if permitted and applicable: Utilities – gas, electricity, water Communications – telephone and broadband Installation of cable/satellite Subscription to cable/satellite supplier Television licence Council Tax Other permitted payments Any other permitted payments, not included above, under the relevant legislation including contractual damages. Tenant protection Homefinders is a member of Propertymark, which is a client money protection scheme, and also a member of the Tenancy Deposit Scheme, which is a redress scheme. You can find out more details on the agent’s website or by contacting the agent directly.",51.54665,0.0069886,1,,,1765 €,,,,,,,,,
Rent 5 bedroom house in London,"house for rent in Bowerdean Street Fulham, SW6",https://rentola.com/listings/house-for-rent-in-london-8e23d6,House,London,5,6377 €,,"this wonderful home is located on in the heart of parsons green on one of the sought after lion houses. there is a large reception room, eat-in kitchen, five double bedrooms, four bathrooms and a pretty private rear garden. letting or renting? we've successfully let this property, but if you are looking for something similar or have a property to let, please",51.4734553,-0.1928186,1,,,,,,,,,,,,
Rent 1 bedroom apartment in London,"apartment for rent in High Street Hornsey, N8",https://rentola.com/listings/apartment-for-rent-in-ballinasloe-0ad08a,Apartment,London,1,1507 €,,"a bright and spacious one bedroom apartment on the first floor of a conversion. there is an open plan kitchen reception, modern bathroom and large double bedroom towards the back of the property. letting or renting? we've successfully let this property, but if you are looking for something similar or have a property to let, please",51.5877144,-0.1180982,1,,,,,,,,,,,,
Rent 1 bedroom apartment in Surbiton,"apartment for rent in Ewell Road Surbiton, KT6",https://rentola.com/listings/apartment-for-rent-in-surbiton-b9f6ce,Apartment,Surbiton,1,1269 €,,"a bright and spacious apartment with gas central heating. includes a large reception room, a white gloss kitchen, a double bedroom, a white suite bathroom and parking. letting or renting? we've successfully let this property, but if you are looking for something similar or have a property to let, please",51.3948282,-0.2988496,1,,,,,,,,,,,,
Rent 1 bedroom apartment in London,"apartment for rent in Alma Square St John's Wood, NW8",https://rentola.com/listings/apartment-for-rent-in-london-3eb2b1,Apartment,London,1,2024 €,,"recently refurbished one double bedroom apartment in a period conversion with communal garden. bright reception room, separate modern kitchen, double bedroom and bathroom. residents have access to a well maintained communal garden. letting or renting? we've successfully let this property, but if you are looking for something similar or have a property to let, please",51.5314703,-0.1789664,1,,,,,,,,,,,,
Rent 1 bedroom apartment in London,"apartment for rent in West Hill Putney, SW15",https://rentola.com/listings/apartment-for-rent-in-london-10320d,Apartment,London,1,1188 €,,"this one bed flat has a open-plan reception room and plenty of storage is ideal for a young couple or single occupant. letting or renting? we've successfully let this property, but if you are looking for something similar or have a property to let, please",51.45664,-0.20251,1,,,,,,,,,,,,
Rent 1 bedroom apartment in London,"apartment for rent in Friars Avenue Putney, SW15",https://rentola.com/listings/apartment-for-rent-in-london-f17b33,Apartment,London,1,1101 €,,"in a purpose built development, this well presented studio is located on the borders of putney and wimbledon with a separate kitchen and ample storage. letting or renting? we've successfully let this property, but if you are looking for something similar or have a property to let, please",51.4564678,-0.2096134,1,,,,,,,,,,,,
Rent a room in London,"238 Royal College Street, London, NW1 9QR, United Kingdom | Room for rent #14001523 | Rentberry",https://rentola.com/listings/room-in-3-bedroom-apt-at-238-royal-college-street-london-nw1-9qr-united-kingdom-mls-14001523-rentberry-8af527,Room,London,1,985 €,Yes,"looking for a place to stay in london if so, you have to take a look at this accommodation! this lovely apartment has two bedrooms, a kitchen and two bathrooms. it seems you might just have found your next new home! go for it!",51.5446809,-0.1408953,2,,,,,,,,,,,,
Rent 1 bedroom apartment in London,"1 Bedroom Apartment to Rent in Woodside Park Road, London, N12 - Lettings of London",https://rentola.com/listings/spacious-1-bed-flat-to-let-in-north-finchley-n12-avail-mid-oct-6f6680,Apartment,London,1,1768 €,Yes,"bedroom(s): 1 bathroom(s): 1 pets: pets not allowed dss/lha: no dss/lha available from: property boasts many modern features such as: 1 double bedroom large lounge open plan to kitchen shower bathroom built in storage fully fitted kitchen washing machine dishwasher decorated in neutral colours wooden floors carpets gas central heating double glazed room would suit a family or sharers walking distance buses, shops, amenities, parks, schools and more offered unfurnished whats required 1x rent 1x 5 week deposit epc c close to holmewood school london, northside primary school, st michaels grammar, wren academy, woodhouse college, dwight school, finchley high school, st john primary school, for more information on this property call or e",51.617512,-0.1811802,1,,,1905 €,2023-01-29,,Yes,Yes,,,,,
Rent 5 bedroom house in London,"house for rent in Prideaux Place Islington, WC1X",https://rentola.com/listings/house-for-rent-in-london-c24b71,House,London,5,10051 €,,"built in the late 1830's, this impressive and substantial grade ii listed house has undergone an extensive renovation and has five bedrooms, three receptions, two kitchens, six bathrooms and a good-sized private facing garden. letting or renting? we've successfully let this property, but if you are looking for something similar or have a property to let, please",51.5288637,-0.1132806,1,,,,,,,,,,,,
Rent 6 bedroom house in London,"house for rent in Edithna Street Stockwell, SW9",https://rentola.com/listings/house-for-rent-in-london-c6cdf0,House,London,6,6960 €,,"a stunning end of terrace house which has been renovated to a fantastic standard throughout. offering a huge amount of space with six double bedrooms and an open plan kitchen/ reception. letting or renting? we've successfully let this property, but if you are looking for something similar or have a property to let, please",51.46734,-0.123805,3,,,,,,,,,,Yes,,
Rent 4 bedroom house in London,"house for rent in Buckingham Road Islington, N1",https://rentola.com/listings/house-for-rent-in-london-cd2d44,House,London,4,6955 €,,"a stunning four bedroom end of terrace house with off street parking, a landscaped garden and a separate cinema room. letting or renting? we've successfully let this property, but if you are looking for something similar or have a property to let, please",51.5447516,-0.0801663,3,,,,,,,,,Yes,Yes,,
Rent 2 bedroom apartment in London,"apartment for rent in Golden Square Soho, W1F",https://rentola.com/listings/apartment-for-rent-in-london-bf3a96,Apartment,London,2,7036 €,,"an exceptionally spacious and bright two double bedroom split level apartment, on one of the west ends sought after squares. the property has lift access, excellent views and high ceilings. letting or renting? we've successfully let this property, but if you are looking for something similar or have a property to let, please",51.5114167,-0.1369589,2,,,,,Yes,,,,,,,
Rent 4 bedroom house in London,"house for rent in Cassland Road Victoria Park, E9",https://rentola.com/listings/house-for-rent-in-london-6a6dea,House,London,4,7824 €,,"a beautifully presented four bedroom terraced house set over four floors on the ever popular cassland road. features a double reception room, two bathrooms, a terrace and a glass conservatory leading to the large landscaped garden. cassland road connects directly to well street common and the endless amenities on mare street. various transport links going directly into the city and victoria park are all within walking distance.",51.5439905,-0.0389576,1,,,,,,,,,,Yes,,
Rent 4 bedroom house in London,"house for rent in Gayton Road Hampstead Village, NW3",https://rentola.com/listings/house-for-rent-in-harrow-a47bea,House,London,4,13917 €,,"an incredible four double bedroom terraced house on one of central hampstead's most desirable roads. the house has been completely refurbished to an impeccable standard combining modern and traditional. letting or renting? we've successfully let this property, but if you are looking for something similar or have a property to let, please",51.5566834,-0.1753719,4,,,,,,,,,,Yes,,
Rent 6 bedroom house in London,"house for rent in St. Johns Wood Road St John's Wood, NW8",https://rentola.com/listings/house-for-rent-in-london-91ad25,House,London,6,16332 €,,"gated semi detached six bedroom house with off street parking on st. john's wood road. letting or renting? we've successfully let this property, but if you are looking for something similar or have a property to let, please",51.5296549,-0.1698886,5,,,,,,,,,Yes,,,
Rent 1 bedroom apartment in London,"apartment for rent in Rathbone Place Fitzrovia, W1T",https://rentola.com/listings/apartment-for-rent-in-london-78b254,Apartment,London,1,5000 €,,"a spacious and bright one double bedroom apartment with private balcony on the sixth floor of this brand new highly sought after development located just off oxford street in central fitzrovia. letting or renting? we've successfully let this property, but if you are looking for something similar or have a property to let, please",51.5173181,-0.1338185,1,,,,,,,,,,,,Yes
Rent 2 bedroom apartment in London,"apartment for rent in Summers Street London, EC1R",https://rentola.com/listings/apartment-for-rent-in-london-4fb00a,Apartment,London,2,5779 €,,"a stunning loft style apartment in a former ink factory with an expansive reception room with large industrial style windows and high ceilings. the apartment has been beautifully renovated without losing any of its industrial flair. letting or renting? we've successfully let this property, but if you are looking for something similar or have a property to let, please",51.522634,-0.1098799,2,,,,,,,,,,,,
Rent 3 bedroom house in London,"house for rent in Balaclava Road Bermondsey, SE1",https://rentola.com/listings/house-for-rent-in-london-8154b4,House,London,3,4925 €,,"a completely unique three bedroom house designed by renowned architect satish jassal. situated behind private gates, the property is on the site of what was once a garage and has been dramatically developed to create one of the areas most carefully created modern homes, letting or renting? we've successfully let this property, but if you are looking for something similar or have a property to let, please",51.4914469,-0.0721672,2,,,,,,,,,Yes,,,
Rent 4 bedroom house in London,"house for rent in Hartington Road South Lambeth, SW8",https://rentola.com/listings/house-for-rent-in-london-d1c183,House,London,4,4639 €,,"a spacious four storey early victorian house located within the lansdowne conservation area. this family only property can be configured as three or four bedrooms and offers a large private rear garden. letting or renting? we've successfully let this property, but if you are looking for something similar or have a property to let, please",51.4772386,-0.1271286,2,,,,,,,,,,,,
Rent 3 bedroom house in London,"house for rent in Elgin Mews North Maida Vale, W9",https://rentola.com/listings/house-for-rent-in-london-040a10,House,London,3,4402 €,,"newly refurbished from top to bottom, this spacious three bedroom mews house has had no expense spared and provides three double bedrooms, three bathrooms, a spacious open-plan reception and a private garage. letting or renting? we've successfully let this property, but if you are looking for something similar or have a property to let, please",51.530465,-0.186055,1,,,,,,,,,Yes,,,
Rent 6 bedroom house in London,"house for rent in Cheviot Gardens Golders Green Estate, NW2",https://rentola.com/listings/house-for-rent-in-london-0db7b0,House,London,6,6030 €,,"this newly refurbished six bedroom, six bathroom semi-detached family house is ideally situated in the golders green estate. the house has been renovated to a high standard with two reception rooms, off street parking and a private garden. letting or renting? we've successfully let this property, but if you are looking for something similar or have a property to let, please",51.5652368,-0.2113294,1,,,,,,,,,Yes,,,
Rent 3 bedroom apartment in London,"apartment for rent in St. Johns Wood Road St Johns Wood, NW8",https://rentola.com/listings/apartment-for-rent-in-london-f69c1f,Apartment,London,3,5025 €,,"a modern three double bedroom apartment on the fourth floor of a 24 hour portered block opposite lords cricket ground. letting or renting? we've successfully let this property, but if you are looking for something similar or have a property to let, please",51.5296549,-0.1698886,3,,,,,,,,,,,,
Rent 2 bedroom apartment in London,"apartment for rent in Bermondsey Wall West Shad Thames, SE16",https://rentola.com/listings/apartment-for-rent-in-london-2b2902,Apartment,London,2,4899 €,,"an immaculate two double bedroom, two bathroom warehouse conversion to let in tempus wharf. spread over 1,400 square feet this property will be perfect for a professional couple. letting or renting? we've successfully let this property, but if you are looking for something similar or have a property to let, please",51.50074,-0.067535,1,,,,,,,,,,,,
Rent 2 bedroom apartment in London,"apartment for rent in Tavistock Street Covent Garden, WC2E",https://rentola.com/listings/apartment-for-rent-in-london-5b53a5,Apartment,London,2,4497 €,,"a bright and modern two bedroom apartment on the fourth floor (with a lift) of this attractive, portered building. conveniently located in the heart of the west end and just a few yards away from the world famous covent garden piazza letting or renting? we've successfully let this property, but if you are looking for something similar or have a property to let, please",51.51131,-0.12202,2,,,,,Yes,,,,,,,
Rent 3 bedroom apartment in London,"apartment for rent in Hanway Street Fitzrovia, W1T",https://rentola.com/listings/apartment-for-rent-in-london-d5ed5d,Apartment,London,3,7036 €,,"a modern and well presented three bedroom, two bathroom property with balcony over the third and fourth floor of this modern building in the heart of fitzrovia letting or renting? we've successfully let this property, but if you are looking for something similar or have a property to let, please",51.5168665,-0.1317484,1,,,,,,,,,,,,Yes
Rent 3 bedroom apartment in London,"apartment for rent in Old Street Clerkenwell, EC1V",https://rentola.com/listings/apartment-for-rent-in-london-5a9eeb,Apartment,London,3,5025 €,,"this recently developed luxury three double bedroom duplex features an impressive bright open plan living room/ kitchen diner and has a long private terrace with stunning views of the city. letting or renting? we've successfully let this property, but if you are looking for something similar or have a property to let, please",51.5247906,-0.0936772,2,,,,,,,,,,Yes,,
Rent 3 bedroom house in Kingston upon Thames,"house for rent in Harlow Gardens Surbiton, KT1",https://rentola.com/listings/house-for-rent-in-kingston-upon-thames-72185b,House,Kingston upon thames,3,3827 €,Yes,"a brand new modern development in a fantastic location. accommodation includes three bedrooms, two bathrooms, a private garden, high spec furniture throughout, off-street parking and a garage. letting or renting? we've successfully let this property, but if you are looking for something similar or have a property to let, please",51.40295,-0.3017695,1,,,,,,,,,Yes,,,
Rent 2 bedroom apartment in London,"apartment for rent in Duchess Walk One Tower Bridge, SE1",https://rentola.com/listings/apartment-for-rent-in-london-47a797,Apartment,London,2,4271 €,,"a stunning two double bedroom apartment situated in chatsworth house at one tower bridge. finished to the highest of standards, this property will be perfect for city professionals or a family. there are also two private balconies. one tower bridge sits on the banks of the river thames, and is considered one of the most sought after developments in london. london bridge, tower hill and tower gateway are all within walking distance.",51.50362,-0.07698,2,,,,,,,,,,,,Yes
Rent 3 bedroom apartment in London,"apartment for rent in Hamilton Terrace St John's Wood, NW8",https://rentola.com/listings/apartment-for-rent-in-london-34bd5d,Apartment,London,3,4055 €,,"no sharers. an interior designed three double bedroom apartment set on the top floor of this period conversion. spacious open plan reception room/ kitchen, large master bedroom with en-suite, two further double bedrooms and a modern family bathroom. letting or renting? we've successfully let this property, but if you are looking for something similar or have a property to let, please",51.5336653,-0.1850044,1,,,,,,,,,,,,
Rent 3 bedroom apartment in London,"apartment for rent in Marlborough Hill St John's Wood, NW8",https://rentola.com/listings/apartment-for-rent-in-london-2001a8,Apartment,London,3,4096 €,,"a recently refurbished three double bedroom, two bathroom garden apartment. spacious reception room, modern open plan kitchen leading to well maintained large private garden, master bedroom with en-suite bathroom, two double bedrooms and family bathroom. letting or renting? we've successfully let this property, but if you are looking for something similar or have a property to let, please",51.537666,-0.1776478,1,,,,,,,,,,,,
Rent 3 bedroom apartment in London,"apartment for rent in Kenyon Street Fulham, SW6",https://rentola.com/listings/apartment-for-rent-in-london-ffbb74,Apartment,London,3,4055 €,,"a stunning three double bedroom split level apartment which has been newly renovated to the highest of standards. the property has its own private garden and over 1400 square feet of space. letting or renting? we've successfully let this property, but if you are looking for something similar or have a property to let, please",51.4784739,-0.2198671,2,,,,,,,,,,,,
Rent 5 bedroom house in London,"house for rent in Maida Vale Maida Vale, W9",https://rentola.com/listings/house-for-rent-in-london-9f3716,House,London,5,17338 €,,"a five bedroom gated house with four reception rooms and a large garden located on maida vale with off-street parking. letting or renting? we've successfully let this property, but if you are looking for something similar or have a property to let, please",51.52758,-0.18171,4,,,,,,,,,Yes,,,
Rent 3 bedroom apartment in London,"apartment for rent in Wapping Wall Wapping, E1W",https://rentola.com/listings/apartment-for-rent-in-london-a77d98,Apartment,London,3,4639 €,,"a stunning three bedroom apartment arranged over the top two floors of this warehouse conversion on the banks of the river thames. the property offers excellent living space and storage, access to a riverside terrace offering views over the thames and an allocated parking space. letting or renting? we've successfully let this property, but if you are looking for something similar or have a property to let, please",51.5069998,-0.0519931,2,,,,,,,,,Yes,Yes,,
Rent 3 bedroom house in Kingston upon Thames,"house for rent in Harlow Gardens Surbiton, KT1",https://rentola.com/listings/house-for-rent-in-kingston-upon-thames-fd150f,House,Kingston upon thames,3,3247 €,,"a brand new modern development in a fantastic location. accommodation includes three bedrooms, two bathrooms, a private garden and off-street parking. letting or renting? we've successfully let this property, but if you are looking for something similar or have a property to let, please",51.40295,-0.3017695,1,,,,,,,,,Yes,,,
Rent 1 bedroom apartment in London,"apartment for rent in New North Road Hoxton, N1",https://rentola.com/listings/apartment-for-rent-in-london-e16927,Apartment,London,1,2386 €,Yes,"a one bedroom apartment located on the fourth floor of highfield court. this apartment has an open plan reception with fully fitted kitchen, good size bedroom, main bathroom and private balcony. also includes bike storage and is available furnished. letting or renting? we've successfully let this property, but if you are looking for something similar or have a property to let, please",51.5386966,-0.092637,1,,,,,,,,,,,,Yes
Rent 1 bedroom apartment in London,"apartment for rent in Wharton Street King's Cross, WC1X",https://rentola.com/listings/apartment-for-rent-in-london-25574b,Apartment,London,1,2386 €,,"a smart one bedroom garden flat ideally located on a desirable tree lined street in finsbury. the property is within a beautiful georgian conversion and has its own private entrance, wood flooring and a lovely private garden.*video viewing available letting or renting? we've successfully let this property, but if you are looking for something similar or have a property to let, please",51.5282683,-0.1138234,1,,,,,,,,,,,,
Rent 1 bedroom apartment in London,"apartment for rent in Cruikshank Street Kings Cross, WC1X",https://rentola.com/listings/apartment-for-rent-in-london-7e81c4,Apartment,London,1,2236 €,,"**available immediately** a spacious one/two bedroom lounge conversion flat on the 2nd floor of a popular block walking distance to the central universities. the flat is south facing and has good size living/bedroom, separate kitchen which can fit a dining table. bevin court is just over a quarter of a mile from angel underground station or alternatively, kings cross and russell square are also within walking distance.",51.5304426,-0.1115339,1,,,,,,,,,,,,
Rent 2 bedroom apartment in London,"apartment for rent in Cromford Road Wandsworth, SW18",https://rentola.com/listings/apartment-for-rent-in-london-94b77f,Apartment,London,2,2667 €,,"split over two floors, this well presented two double bedroom maisonette offers a large eat-in kitchen, a separate living room and modern bathroom. perfect for sharers or a couple looking for space to work from home. letting or renting? we've successfully let this property, but if you are looking for something similar or have a property to let, please",51.4581951,-0.2019974,1,,,,,,,,,,,,
Rent 1 bedroom apartment in London,"apartment for rent in Gordon House Road Gospel Oak, NW5",https://rentola.com/listings/apartment-for-rent-in-london-5446e2,Apartment,London,1,2024 €,,"a newly decorated one bedroom apartment with private patio garden. there is an open plan kitchen and reception area, ample storage in the hallway, modern bathroom and a double bedroom leading on to the private outside space. letting or renting? we've successfully let this property, but if you are looking for something similar or have a property to let, please",51.55471,-0.15216,1,,,,,,,,,,,,
